鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
大安區,房地(土地+建物)+車位,信義路二段61~90號,13.89,都市：其他:第三種住宅區。,,,1081210,土地2建物1車位1,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,156.70999999999998,1,1,2,有,無,57630000,445754,坡道平面,34.49,3150000,,RPWNMLPKIIPFFFA78EA,71.39,2.91,8.39,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,14.23,都市：其他:第三種住宅區。,,,1050818,土地2建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,164.22000000000003,1,1,2,有,無,57250000,435203,坡道平面,40.14,3250000,預售屋、或土地及建物分次登記案件;,RPXNMLPKIIPFFFA88EA,73.03,2.91,7.99,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.33,都市：其他:第三種住宅區。,,,1050818,土地2建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,121.96000000000001,1,1,1,有,無,43510000,463702,坡道平面,34.49,2950000,預售屋、或土地及建物分次登記案件;,RPOOMLPKIIPFFFA08EA,53.56,0.0,4.93,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,13.38,都市：其他:第三種住宅區。,,,1060828,土地2建物1車位1,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,158.21,1,2,2,有,無,53680000,428813,坡道平面,40.14,3050000,預售屋、或土地及建物分次登記案件;,RPPOMLPKIIPFFFA18EA,69.05,3.07,7.86,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.67,都市：其他:第三種住宅區。,,,1060828,土地2建物1車位1,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,128.94,1,1,1,有,無,44804000,443134,坡道平面,34.49,2950000,預售屋、或土地及建物分次登記案件;,RPQOMLPKIIPFFFA28EA,56.54,2.82,4.75,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,16.26,都市：其他:第三種住宅區。,,,1081210,土地2建物1車位2,十六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,219.16000000000003,1,1,1,有,無,79639000,508123,坡道平面,74.63,6200000,,RPROMLPKIIPFFFA38EA,77.74,4.16,14.36,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,16.6,都市：其他:第三種住宅區。,,,1081210,土地2建物1車位1,十六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,189.48000000000002,1,2,2,有,無,79387000,509823,坡道平面,40.14,3250000,,RPSOMLPKIIPFFFA48EA,89.04,3.82,6.43,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.84,都市：其他:第三種住宅區。,,,1050421,土地2建物1車位1,九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,134.58,2,1,1,有,無,45872600,451323,坡道平面,40.03,3200000,預售屋、或土地及建物分次登記案件;,RPTOMLPKIIPFFFA58EA,70.93,2.82,5.4,有
內湖區,房地(土地+建物),星雲街168巷31~60號,5.72,都市：其他:第三種住宅區。,,,1090730,土地1建物1車位0,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,31.57,1,2,1,有,有,6000000,190054,,0.0,0,,RPSRMLOKIIPFFCA38EA,18.69,1.33,2.22,有
中山區,房地(土地+建物)+車位,民權東路一段1~30號,20.57,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090911,土地1建物1車位2,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1040623,328.19,4,2,2,有,有,65800000,256498,坡道平面,95.04,6000000,,RPPQMLMLRHPFFCA68EA,124.94,5.46,25.3,有
文山區,房地(土地+建物)+車位,汀州路四段271~300號,35.61,都市：其他:第三種住宅區。,,,1090912,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991104,180.18,3,2,2,有,有,26000000,144300,坡道平面,0.0,0,其他增建;,RPVNMLPKIIPFFAA18EA,96.26,0.0,11.11,有
大安區,房地(土地+建物),復興南路二段31~60號,5.23,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1060220,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,60.58,1,1,1,有,有,20940000,345659,,0.0,0,,RPOPMLOKIIPFFFA97DA,32.48,1.16,3.38,有
大安區,房地(土地+建物)+車位,復興南路二段31~60號,5.25,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1060326,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,80.24000000000001,1,1,1,有,有,22450000,279786,升降機械,0.0,2400000,,RPQPMLOKIIPFFFA18DA,32.48,1.16,3.38,有
大安區,房地(土地+建物),復興南路二段31~60號,3.25,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1060823,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,37.489999999999995,1,1,1,有,有,12080000,322219,,0.0,0,,RPRPMLOKIIPFFFA28DA,19.09,0.36,3.29,有
大安區,房地(土地+建物)+車位,復興南路二段31~60號,6.39,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1070227,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,93.42,1,1,1,有,有,27280000,292015,坡道機械,0.0,2400000,,RPTPMLOKIIPFFFA48DA,40.26,1.55,3.39,有
大安區,房地(土地+建物),復興南路二段31~60號,4.96,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1060326,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,58.08,1,1,1,有,有,19200000,330579,,0.0,0,,RPVPMLOKIIPFFFA68DA,30.71,1.51,3.37,有
大安區,房地(土地+建物)+車位,復興南路二段31~60號,6.1,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1060703,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,91.18,1,1,1,有,有,26650000,292279,升降機械,0.0,2400000,,RPOQMLOKIIPFFFA08DA,38.28,2.48,3.39,有
大安區,房地(土地+建物),光復南路661~690號,6.27,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1090908,土地3建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,74.86,2,1,1,有,有,23760000,317392,,0.0,0,,RPTOMLRJIIPFFFA58DA,44.17,3.65,3.09,有
大安區,房地(土地+建物),信義路三段91~120號,3.31,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1090827,土地2建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960322,38.94,1,1,1,有,有,14400000,369800,,0.0,0,陽台外推;,RPUOMLKMRHPFFFA09DA,21.0,0.62,2.65,有
北投區,房地(土地+建物)+車位,珠海路1~30號,16.99,都市：其他:特定觀光商業專用區。,,,1090828,土地1建物2車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861219,141.12,3,2,2,有,有,21000000,148810,坡道機械,0.0,1500000,陽台外推;,RPQOMLPKIIPFFEA08DA,83.73,0.0,10.81,有
士林區,房地(土地+建物)+車位,德行東路331巷1~30號,63.8,都市：其他:第三種住宅區。,,,1090902,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920331,345.6,4,2,2,有,有,64600000,186921,坡道平面,81.38,0,陽台外推;其他增建;,RPRQMLRJIIPFFEA48DA,169.18,0.0,21.6,有
中山區,房地(土地+建物),建國北路三段61~90號,9.67,都市：其他:第三種住宅區。,,,1090925,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,96.97999999999999,0,0,0,無,有,22800000,235100,,0.0,0,,RPSRMLRJIIPFFCA48DA,52.15,3.81,5.34,有
中山區,房地(土地+建物)+車位,五常街11巷1~30號,10.45,都市：其他:第三之一種住宅區。,,,1090930,土地2建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,102.6,1,1,1,有,有,18500000,254027,坡道平面,38.04,2100000,,RPQQMLKMRHPFFCA58DA,38.3,1.67,3.17,有
中山區,房地(土地+建物),五常街11巷1~30號,9.93,都市：其他:第三之一種住宅區。,,,1090930,土地2建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,64.56,1,1,1,有,有,17200000,266419,,0.0,0,,RPRQMLKMRHPFFCA68DA,38.3,1.67,3.17,有
中山區,房地(土地+建物),五常街11巷1~30號,13.67,都市：其他:第三之一種住宅區。,,,1091007,土地2建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,89.38,2,1,1,有,有,21900000,245021,,0.0,0,,RPSOMLRJIIPFFCA18DA,51.53,3.17,5.24,有
萬華區,房地(土地+建物)+車位,內江街31~60號,13.54,都市：其他:第四種商業區。,,,1090711,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060104,204.76999999999998,3,2,1,有,有,36000000,211898,坡道機械,41.72,1450000,,RPPPMLOKIIPFFBA67DA,96.78,5.66,6.98,有
中正區,房地(土地+建物)+車位,臨沂街1~30號,87.38,都市：其他:第三種住宅區。,,,1090616,土地1建物1車位6,十五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040826,760.9200000000001,0,0,0,無,有,277000000,514159,坡道平面,266.52,22800000,本案停車位共6個未分別計價。,RPOQMLTLRHPFFBA09DA,276.45,0.0,35.92,有
文山區,房地(土地+建物)+車位,木柵路三段61~90號,18.51,都市：其他:第三種商業區。,,,1090911,土地1建物1車位1,六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030609,228.73,4,2,2,有,有,32880000,143744,坡道平面,43.81,0,,RPQNMLQKIIPFFAA67DA,116.84,6.66,7.65,有
文山區,房地(土地+建物)+車位,萬壽路61巷1~30號,144.29,都市：其他:第二種住宅區。,,,1090728,土地1建物1車位1,五層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841220,258.02,3,2,2,有,有,26980000,104566,坡道平面,0.0,1800000,陽台外推;,RPSNMLPKIIPFFAA77DA,206.79,0.98,17.57,有
文山區,房地(土地+建物)+車位,三福街61~90號,14.87,都市：其他:第四種住宅區。,,,1090725,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030127,151.92,2,2,1,有,有,23880000,191350,坡道平面,38.62,2200000,,RPXNMLPKIIPFFAA28DA,58.68,4.39,7.89,有
萬華區,房地(土地+建物)+車位,桂林路91~120號,11.17,都市：其他:第四種商業區。,,,1090812,土地1建物1車位2,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,225.8,3,2,2,有,有,35000000,184502,坡道平面,74.04,7000000,,RPSPMLLJRHPFFBA38DA,82.78,9.77,9.11,有
萬華區,房地(土地+建物)+車位,桂林路91~120號,6.3,都市：其他:第四種商業區。,,,1090812,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,119.99000000000001,2,2,1,有,有,20500000,199628,坡道平面,34.08,3350000,,RPUPMLLJRHPFFBA58DA,47.49,6.13,4.01,有
萬華區,房地(土地+建物)+車位,中華路一段181~210號,17.7,都市：其他:第四種商業區及道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1090823,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,284.12,4,2,2,有,有,52880000,186119,坡道平面,60.48,0,,RPOPMLNKIIPFFBA47DA,151.4,4.62,7.07,有
大同區,房地(土地+建物)+車位,延平北路三段1~30號,13.23,都市：其他:聯合開發區(捷)。,,,1090823,土地3建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,179.13,3,2,2,有,有,36300000,202646,坡道平面,39.35,0,,RPUOMLPKIIPFFBA18DA,86.77,0.0,11.23,有
萬華區,房地(土地+建物)+車位,桂林路91~120號,4.11,都市：其他:第四種商業區。,,,1090907,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,69.23,1,1,1,有,有,11580000,186245,坡道機械,12.96,1100000,,RPPNMLPKIIPFFBA57DA,30.6,1.92,5.19,有
萬華區,房地(土地+建物)+車位,桂林路91~120號,3.97,都市：其他:第四種商業區。,,,1090923,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,67.46000000000001,1,1,1,有,有,10580000,177615,坡道機械,12.96,900000,,RPQNMLPKIIPFFBA67DA,30.6,0.73,5.19,有
萬華區,房地(土地+建物)+車位,桂林路91~120號,6.48,都市：其他:第四種商業區。,,,1090914,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,102.4,2,2,1,有,有,16500000,174419,坡道機械,12.96,900000,,RPSNMLPKIIPFFBA87DA,52.88,4.29,2.8,有
萬華區,房地(土地+建物)+車位,桂林路91~120號,6.48,都市：其他:第四種商業區。,,,1090912,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,102.4,2,2,1,有,有,16450000,173860,坡道機械,12.96,900000,,RPTNMLPKIIPFFBA97DA,52.88,4.29,2.8,有
中山區,房地(土地+建物),林森北路511~540號,3.47,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090929,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940826,37.69,1,1,1,有,有,9980000,264792,,0.0,0,機房夾層;,RPUOMLQKIIPFFCA38DA,22.64,1.51,0.0,有
中山區,房地(土地+建物)+車位,松江路151~180號,27.39,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1090925,土地2建物1車位2,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030807,436.76,4,2,3,有,有,105180000,262563,坡道平面,62.82,7000000,,RPWPMLPKIIPFFCA58DA,199.39,11.04,31.4,有
內湖區,房地(土地+建物)+車位,內湖路二段331~360號,17.98,都市：其他:第三種商業區。,,,1090809,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910305,190.19,4,2,2,有,有,36180000,190241,坡道平面,0.0,0,其他增建;,RPTUMLOKIIPFFCA68DA,108.15,1.22,11.17,有
內湖區,房地(土地+建物)+車位,民權東路六段296巷1~30號,17.57,都市：其他:第三種住宅區。,,,1090830,土地1建物1車位1,十一層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850628,115.19,2,2,1,有,有,18360000,159375,坡道平面,0.0,0,陽台外推;其他增建;,RPXRMLOKIIPFFCA78DA,97.08,2.59,8.31,有
信義區,房地(土地+建物)+車位,松德路151~180號,47.29,都市：其他:特定業務區(信義計畫特定專用區)。,,,1090910,土地1建物2車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800309,242.14,3,2,2,有,有,67000000,276699,坡道平面,0.0,3500000,陽台外推;其他增建;,RPXPMLOKIIPFFDA68DA,167.3,29.57,9.07,有
松山區,房地(土地+建物),南京東路五段211~240號,4.42,都市：其他:聯合開發區(捷)。,,,1091005,土地1建物1車位0,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,55.49,1,0,1,有,有,14200000,255902,,0.0,0,,RPTOMLQKIIPFFDA38DA,31.52,1.39,3.65,有
北投區,房地(土地+建物)+車位,磺港路121~150號,25.65,都市：其他:第三種住宅區。,,,1090907,土地1建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080725,214.01999999999998,3,2,2,有,有,36300000,191356,坡道平面,38.17,2650000,毛胚屋;,RPOPMLPKRHPFFEA78DA,99.19,9.78,5.63,有
士林區,房地(土地+建物)+車位,中山北路六段195巷1~30號,30.68,都市：其他:第三種住宅區。,,,1090910,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970506,178.66,3,2,2,有,有,42800000,239561,坡道平面,0.0,0,,RPOPMLPKIIPFFEA97DA,81.36,1.69,10.17,有
北投區,房地(土地+建物),光明路241~270號,7.73,都市：其他:特定觀光商業專用區。,,,1090911,土地1建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980818,53.06,1,1,1,有,有,8200000,154542,,0.0,0,,RPROMLMKIIPFFEA87DA,28.23,1.22,3.4,有
士林區,房地(土地+建物),重慶北路四段211~240號,13.96,都市：其他:第三種住宅區。,,,1090919,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060413,89.52000000000001,0,0,0,無,有,13500000,150804,,0.0,0,,RPTNMLTJIIPFFEA58DA,47.24,4.59,7.55,有
大安區,房地(土地+建物)+車位,羅斯福路三段31~60號,17.45,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1090917,土地2建物1車位2,二十四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050721,253.07999999999998,4,2,2,有,有,73888889,371790,坡道平面,70.48,6000000,政府機關標讓售;,RPVOMLPKIIPFFFA68DA,111.09,4.63,11.85,有
萬華區,房地(土地+建物),成都路151~180號,3.09,都市：其他:道路用地(公共設施用地)。46/8/28,,,1090904,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960622,41.32,1,1,1,有,有,7980000,193127,,0.0,0,陽台外推;,RPQOMLQKIIPFFBA97EA,23.79,0.0,3.53,有
文山區,房地(土地+建物)+車位,辛亥路四段77巷92弄1~30號,65.96,都市：其他:第二種住宅區。,,,1090919,土地3建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920922,138.06,2,2,1,有,有,18500000,164047,坡道平面,36.26,1800000,陽台外推;,RPWNMLQKIIPFFAA38EA,62.61,0.0,11.51,有
內湖區,房地(土地+建物)+車位,新富街61~90號,37.76,都市：其他:住宅區。,,,1090809,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031020,220.04000000000002,2,2,2,有,有,45750000,241566,坡道平面,41.0,2500000,,RPUOMLPLRHPFFCA66EA,109.67,1.76,12.88,有
中山區,房地(土地+建物),雙城街19巷1~30號,1.77,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090903,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,17.0,1,1,1,有,有,3900000,229412,,0.0,0,,RPPRMLOKIIPFFCA08EA,9.92,0.16,1.3,有
松山區,房地(土地+建物),八德路四段631~660號,4.71,都市：其他:第三種商業區。,,,1090831,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021216,47.72,1,1,1,有,有,13280000,278290,,0.0,0,,RPXOMLNKIIPFFDA58EA,27.81,2.74,0.0,有
中山區,房地(土地+建物)+車位,中山北路二段91~120號,11.15,都市：其他:第三種商業區。,,,1090828,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080227,126.1,2,2,1,有,有,30500000,259034,升降機械,17.62,2400000,,RPWOMLQKIIPFFCA68EA,53.95,10.68,3.85,有
中山區,房地(土地+建物)+車位,新生北路二段62巷1~30號,16.92,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090817,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,245.68,4,2,2,有,有,57800000,258065,坡道平面,33.33,3000000,陽台加窗其他增建;,RPWPMLQKIIPFFCA78EA,143.08,6.75,6.98,有
中山區,房地(土地+建物),新生北路三段1~30號,3.67,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區) 但是否在第三種商業區(原屬第參之貳種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,,,1090917,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700122,36.75,0,0,0,無,有,6240000,169796,,0.0,0,,RPOQMLQKIIPFFCA08EA,25.81,0.0,0.0,有
松山區,房地(土地+建物),民生東路五段181~210號,10.59,都市：其他:第三種商業區(民生社區特定專用區)。,,,1090816,土地1建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721229,119.33000000000001,3,2,2,有,有,24880000,208497,,0.0,0,含土地增值稅或其他稅費;含仲介費;陽台外推;,RPWNMLOKIIPFFDA48EA,93.04,0.0,5.0,有
大安區,房地(土地+建物),安和路二段61~90號,16.61,都市：其他:第三種住宅區。,,,1090921,土地2建物1車位0,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,190.07,2,1,3,有,有,43120000,226864,,0.0,0,,RPOOMLQKIIPFFFA18EA,132.1,0.0,28.94,有
士林區,房地(土地+建物)+車位,忠誠路二段1~30號,54.79,都市：其他:第三之二種住宅區。,,,1090801,土地2建物1車位4,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0960720,467.80999999999995,5,2,3,有,有,158880000,339625,坡道平面,91.84,0,,RPQNMLQKIIPFFEA18EA,237.43,5.35,19.0,有
南區,房地(土地+建物),崇倫北街1~30號,15.06,都市：其他:市場用地,,,1090830,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880403,102.43,3,1,2,有,有,6300000,61505,,0.0,0,,RPTNMLRJRHPFFAB88DA,70.48,7.33,0.0,有
東區,房地(土地+建物)+車位,大智路331~360號,13.09,都市：其他:第三種住宅區。,,,1090908,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831213,146.76999999999998,3,2,1,有,有,7750000,52804,坡道機械,0.0,700000,,RPROMLSJRHPFFAB88DA,93.01,17.79,0.0,有
北屯區,房地(土地+建物)+車位,崇德路二段31~60號,18.19,都市：其他:第二種商業區,,,1090905,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840401,137.63,3,2,2,有,有,7400000,53767,坡道平面,0.0,1200000,,RPTOMLPJRHPFFBB88DA,79.58,8.43,0.0,有
北屯區,房地(土地+建物)+車位,崇德路三段691~720號,22.35,都市：其他:第二種商業區,,,1090903,土地1建物1車位2,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021226,258.51,4,2,2,有,有,20880000,86173,坡道平面,51.02,3000000,,RPQNMLSJRHPFFBB78DA,120.2,22.1,0.0,有
北區,房地(土地+建物)+車位,英才路361~390號,26.12,都市：其他:第二種住宅區,,,1090906,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961115,255.92,4,2,2,有,有,20200000,84590,坡道機械,38.4,1800000,陽台外推;,RPTRMLSLRHPFFBB07DA,123.34,31.7,0.0,有
北屯區,房地(土地+建物)+車位,北屯路391~420號,18.14,都市：其他:第三種住宅區。,,,1090823,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890218,162.06,3,2,2,有,有,9300000,57386,坡道平面,16.51,0,,RPORMLKMRHPFFBB48DA,93.63,13.77,0.0,有
西屯區,房地(土地+建物)+車位,西屯路二段297之8巷61~90號,17.47,都市：其他:第三之二種住宅區,,,1090823,土地1建物1車位2,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830318,169.01,3,2,2,有,有,9400000,55618,坡道機械,0.0,1600000,陽台外推;,RPOVMLNLQHPFFCB09DA,88.38,17.78,0.0,有
西屯區,房地(土地+建物)+車位,市政北一路121~150號,34.08,都市：其他:第七種新市政中心專用區,,,1090824,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960601,414.75,3,2,2,有,有,42000000,101266,坡道平面,54.88,0,,RPSNMLQLQHPFFCB98DA,236.2,16.31,0.0,有
西屯區,房地(土地+建物)+車位,皇城街1~30號,33.4,都市：其他:第二種住宅區,,,1090819,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961226,211.39,4,2,2,有,有,11550000,54638,坡道平面,0.0,1200000,,RPWSMLOJRHPFFCB96DA,111.89,13.51,0.0,有
西屯區,房地(土地+建物)+車位,福科路931~960號,14.81,都市：其他:第三之一種住宅區,,,1090906,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830723,138.85,4,2,2,有,有,6660000,47969,坡道機械,0.0,700000,,RPRNMLQJRHPFFCB78DA,95.04,12.58,0.0,有
西屯區,房地(土地+建物)+車位,西屯路三段151~180號,16.75,都市：其他:住宅區,,,1090906,土地1建物1車位2,九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031119,195.14999999999998,3,2,2,有,有,12820000,79091,坡道平面,59.61,2100000,,RPSNMLQJRHPFFCB88DA,77.18,12.4,0.0,有
西屯區,房地(土地+建物)+車位,福強街91~120號,28.22,都市：其他:第一種住宅區,,,1090829,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831201,205.98000000000002,4,2,2,有,有,9050000,43934,坡道平面,0.0,0,,RPQSMLPKRHPFFCB56DA,129.51,20.7,0.0,有
