鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
新店區,房地(土地+建物)+車位,永安街83巷3弄1~30號,20.56,都市：其他:第三種住宅區。,,,1090729,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820310,133.14000000000001,3,2,2,有,有,12000000,90131,坡道平面,0.0,0,,RPVQMLRLPHPFFCF37DA,0.0,0.0,0.0,有
新店區,房地(土地+建物)+車位,中央路181~210號,41.63,都市：其他:捷運系統用地,,,1090903,土地3建物1車位1,十九層,二十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,238.46,0,2,1,有,有,36000000,157654,坡道平面,25.97,2500000,,RPROMLKMRHPFFCF98DA,0.0,0.0,0.0,有
汐止區,房地(土地+建物)+車位,明峰街121~150號,24.67,都市：其他:第二種住宅區,,,1090731,土地1建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050725,171.81,3,2,2,有,有,20200000,117572,坡道平面,35.63,0,,RPPNMLRJIIPFFDF38DA,77.51,6.08,12.16,有
汐止區,房地(土地+建物)+車位,湖前街1~30號,24.49,都市：其他:第二種住宅區,,,1090927,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831101,183.21,4,2,2,有,有,15600000,85148,坡道平面,0.0,0,,RPROMLPKIIPFFDF58DA,117.53,0.0,15.69,有
汐止區,房地(土地+建物)+車位,康寧街751巷1~30號,30.29,都市：其他:風景區,,,1090917,土地2建物1車位1,二十二層，二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,278.42,5,2,3,有,有,19400000,75641,坡道平面,37.81,1200000,,RPSNMLPKIIPFFDF58DA,238.63,0.0,21.44,有
板橋區,房地(土地+建物),莊敬路31~60號,5.2,都市：其他:商業區,,,1090904,土地1建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870416,79.18,3,2,2,有,有,17250000,217858,,0.0,0,陽台外推;夾層;其他增建;,RPWPMLQJIIPFFAF88DA,0.0,0.0,0.0,有
板橋區,房地(土地+建物),文化路一段331~360號,2.1,都市：其他:住宅區,,,1090914,土地1建物1車位0,三十九層,四十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990715,41.019999999999996,1,1,1,有,有,10200000,248659,,0.0,0,陽台外推;夾層;,RPPPMLQKIIPFFAF28DA,0.0,0.0,0.0,有
板橋區,房地(土地+建物)+車位,漢生東路241~270號,20.56,都市：其他:第二種特定專用區,,,1090919,土地1建物1車位2,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990705,318.72,2,3,2,有,有,52000000,163153,坡道平面,0.0,0,,RPUPMLQKIIPFFAF78DA,144.75,0.04,17.87,有
土城區,房地(土地+建物)+車位,中央路四段271~300號,17.24,都市：其他:住宅區,,,1090922,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950817,167.1,3,2,2,有,有,13500000,80790,坡道平面,34.26,0,本買賣標的內含未單獨計價之共有約定專用機車車位一位,RPSOMLPKIIPFFAF38DA,0.0,0.0,0.0,有
泰山區,房地(土地+建物)+車位,仁義路181~210號,11.68,都市：其他:商業區,,,1090907,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,132.37,3,2,2,有,有,12000000,90655,坡道平面,24.27,0,陽台外推;,RPUOMLOLRHPFFBF86DA,69.93,2.01,8.33,有
新莊區,房地(土地+建物)+車位,中和街186巷1~30號,26.54,都市：其他:住宅區,,,1090901,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810722,206.04,4,2,2,有,有,16680000,80955,坡道平面,0.0,0,,RPRPMLOKIIPFFBF38DA,155.78,1.81,13.51,有
新莊區,房地(土地+建物),中平路270巷10弄1~30號,15.1,都市：其他:住宅區,,,1090915,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841018,107.88999999999999,3,2,2,有,有,11750000,108907,,0.0,0,,RPTSMLOKIIPFFBF88DA,62.95,1.58,11.07,有
中和區,房地(土地+建物),中正路151~180號,7.43,都市：其他:道路用地,,,1090916,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940805,72.85,2,1,1,有,有,9380000,128758,,0.0,0,陽台外推;,RPURMLNKIIPFFHF76DA,37.37,0.0,9.6,有
中和區,房地(土地+建物)+車位,中和路241~270號,21.37,都市：其他:商業區,,,1090912,土地3建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,210.48999999999998,3,2,3,有,有,31250000,148463,升降機械,10.0,0,陽台外推;其他增建;,RPTPMLOKIIPFFHF56DA,136.16,2.69,10.79,有
中和區,房地(土地+建物)+車位,南華路1~30號,31.61,都市：其他:住宅區,,,1090915,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920128,229.95,4,2,2,有,有,30500000,132638,坡道平面,37.61,0,陽台外推;其他增建;,RPUPMLOKIIPFFHF66DA,126.85,0.0,17.16,有
中和區,房地(土地+建物),景平路239巷1~30號,4.95,都市：其他:住宅區,,,1090824,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980320,35.22,1,1,1,有,有,5700000,161840,,0.0,0,陽台外推;夾層;其他增建;,RPSRMLOKIIPFFHF66DA,17.13,1.4,3.49,有
中和區,房地(土地+建物),中正路751~780號,4.51,都市：其他:住宅區,,,1090817,土地1建物1車位0,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850919,45.21,1,1,1,有,有,4800000,106171,,0.0,0,其他增建;,RPOQMLMKIIPFFHF58DA,40.05,0.0,4.98,有
中和區,房地(土地+建物)+車位,景平路31~60號,4.83,都市：其他:住宅區,,,1090823,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851030,69.47,2,1,1,有,有,8900000,128113,塔式車位,13.98,0,,RPUOMLQKIIPFFHF76DA,38.78,0.0,5.51,有
三峽區,房地(土地+建物)+車位,大學路31~60號,11.39,都市：其他:住宅區,,,1090905,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941017,109.53,2,1,1,有,有,8600000,99036,坡道平面,34.81,1200000,陽台外推;其他增建;,RPSNMLPJRHPFFIF17DA,46.42,0.0,5.83,有
三峽區,房地(土地+建物)+車位,大觀路151~180號,36.67,都市：其他:住宅區,,,1090917,土地1建物1車位2,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960202,254.91,4,2,2,有,有,22000000,86305,坡道平面,44.24,0,,RPUNMLTLRHPFFIF97DA,135.49,3.15,13.49,有
新莊區,房地(土地+建物)+車位,中和街121~150號,22.6,都市：其他:住宅區,,,1090916,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830402,196.28,4,2,2,有,有,16600000,84569,坡道平面,0.0,1500000,陽台外推;,RPUSMLTKIIPFFBF96EA,138.66,3.08,16.92,有
新店區,房地(土地+建物),溪園路361~390號,4.95,都市：其他:第四種住宅區,,,1090917,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921201,42.550000000000004,1,1,1,有,有,6880000,161692,,0.0,0,,RPWOMLPKIIPFFCF09EA,0.0,0.0,0.0,有
汐止區,房地(土地+建物)+車位,仁愛路151巷31~60號,25.34,都市：其他:第二種住宅區,,,1090818,土地2建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980515,214.71,4,2,2,有,有,21800000,101532,坡道平面,41.02,0,,RPSOMLQKIIPFFDF88EA,101.75,4.96,10.35,有
汐止區,房地(土地+建物)+車位,湖前街110巷97弄1~30號,46.82,,山坡地保育區,丙種建築用地,1090917,土地8建物1車位1,二十六層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,175.53,2,2,2,有,有,13000000,74061,坡道平面,36.95,0,,RPWNMLTKIIPFFDF86EA,124.5,0.0,13.16,有
汐止區,房地(土地+建物)+車位,湖前街110巷97弄1~30號,39.55,,山坡地保育區,丙種建築用地,1090918,土地4建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,146.93,3,2,2,有,有,9750000,66354,坡道機械,0.0,0,,RPXNMLPKIIPFFDF56EA,106.27,0.0,13.15,有
深坑區,房地(土地+建物),文化街1~30號,13.09,都市：其他:住宅區,,,1090801,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831104,83.26,2,1,2,有,有,8500000,102090,,0.0,0,,RPTNMLQKIIPFFCF78EA,62.28,0.0,6.22,有
新店區,房地(土地+建物)+車位,中央路151~180號,25.9,都市：其他:捷運系統用地,,,1090619,土地3建物1車位1,十五層,二十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,159.05,3,2,2,有,有,22880000,153141,坡道平面,25.97,2500000,,RPXNMLQKIIPFFCF56EA,0.0,0.0,0.0,有
新店區,房地(土地+建物)+車位,民權路91~120號,19.69,都市：其他:第四種住宅區,,,1090802,土地1建物1車位1,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0941226,196.31,3,2,2,有,有,30680000,179996,坡道平面,38.64,2300000,,RPOOMLQKIIPFFCF38EA,0.0,0.0,0.0,有
新店區,房地(土地+建物),中興路二段181~210號,3.13,都市：其他:住宅區,,,1090917,土地1建物1車位0,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0900629,33.5,1,1,1,有,有,6400000,191045,,0.0,0,陽台外推;,RPPOMLQKIIPFFCF48EA,19.58,0.0,6.48,有
淡水區,房地(土地+建物)+車位,淡金路38巷31~60號,8.12,都市：其他:住宅區(三),,,1090917,土地1建物1車位2,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,94.78,1,1,1,有,有,6200000,65415,坡道平面,25.12,0,,RPXOMLPKIIPFFEF76EA,40.37,0.84,7.64,有
淡水區,房地(土地+建物)+車位,北新路181~210號,22.57,都市：其他:住宅區,,,1090909,土地1建物1車位1,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840728,161.94,3,2,2,有,有,7680000,47422,坡道平面,0.0,0,,RPRNMLPKIIPFFEF68EA,85.91,0.0,13.09,有
淡水區,房地(土地+建物)+車位,淡金路77巷1~30號,30.46,都市：其他:住宅區(四),,,1090829,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890616,177.10000000000002,3,2,2,有,有,12000000,67758,坡道平面,0.0,1350000,親友、員工、共有人或其他特殊關係間之交易;,RPTNMLPKIIPFFEF88EA,91.98,0.0,10.64,有
淡水區,房地(土地+建物),淡金路38巷31~60號,5.09,都市：其他:住宅區(三),,,1090829,土地1建物1車位0,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,48.1,1,1,1,有,有,4800000,99792,,0.0,0,,RPUNMLTKIIPFFEF76EA,31.16,0.69,1.9,有
淡水區,房地(土地+建物)+車位,中正東路一段3巷14弄1~30號,20.66,都市：其他:住宅區(四),,,1090922,土地2建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961121,172.74,3,2,2,有,有,14000000,81047,坡道平面,17.73,0,陽台外推;,RPOOMLQKIIPFFEF58EA,94.01,0.83,15.07,有
淡水區,房地(土地+建物)+車位,新民街一段1~30號,27.93,都市：其他:第三種住宅區。,,,1090917,土地1建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981225,162.76999999999998,3,2,2,有,有,9900000,60822,坡道平面,27.66,0,,RPUOMLQKIIPFFEF56EA,83.83,7.36,4.86,有
三重區,房地(土地+建物),重新路一段121~150號,4.87,都市：其他:捷運系統用地,,,1090909,土地1建物1車位0,二十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,89.66,0,0,0,無,有,15422222,172008,,0.0,0,政府機關標讓售;,RPQNMLQKIIPFFGF88EA,57.54,0.6,4.42,有
三重區,房地(土地+建物)+車位,光復路一段31~60號,25.01,都市：其他:住宅區,,,1090924,土地1建物1車位1,九層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,267.09000000000003,4,2,2,有,有,33700000,136262,坡道平面,34.45,2000000,,RPOOMLQKIIPFFGF78EA,141.11,5.04,18.19,有
三重區,房地(土地+建物),慈愛街1~30號,13.24,都市：其他:住宅區,,,1090920,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030425,100.47,2,1,1,有,有,14800000,147308,,0.0,0,,RPTQMLTKIIPFFGF17EA,59.7,7.2,3.58,有
中和區,房地(土地+建物),連勝街61~90號,24.38,都市：其他:住宅區,,,1090919,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950502,156.19,4,2,2,有,有,22200000,142135,,0.0,0,,RPPOMLQKIIPFFHF98EA,104.02,1.7,11.38,有
中和區,房地(土地+建物)+車位,中和路241~270號,15.18,都市：其他:商業區,,,1090726,土地3建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,151.66,3,2,2,有,有,23560000,155725,升降機械,10.0,1500000,陽台外推;,RPQPMLQKIIPFFHF56EA,89.72,0.0,16.42,有
三峽區,房地(土地+建物),民生街27巷1~30號,5.28,都市：其他:道路用地,,,1090930,土地2建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850401,49.33,1,1,1,有,有,4700000,95277,,0.0,0,,RPQPMLPKIIPFFIF56EA,26.67,0.99,5.67,有
桃園區,房地(土地+建物),大有路541~570號,11.23,都市：其他:住宅區,,,1090828,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840419,102.66000000000001,3,2,1,有,有,5000000,48704,,0.0,0,其他增建;,RPXRMLSLQHPFFAH87DA,71.1,4.15,8.79,有
桃園區,房地(土地+建物)+車位,幸福路151~180號,17.99,都市：其他:住宅區,,,1090830,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,127.44999999999999,2,2,1,有,有,11090000,89361,坡道平面,23.49,1800000,,RPPNMLPLRHPFFAH09DA,62.54,2.56,4.73,有
桃園區,房地(土地+建物)+車位,長春路31~60號,26.33,都市：其他:住宅區,,,1090904,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080321,189.63,3,2,2,有,有,12800000,70483,坡道平面,26.47,1300000,,RPUPMLPLRHPFFAH17DA,93.87,4.53,12.28,有
桃園區,房地(土地+建物)+車位,文中三路1~30號,16.48,都市：其他:住宅區,,,1090925,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081015,129.42,3,2,1,有,有,9980000,79533,坡道平面,26.57,1800000,,RPSPMLSLRHPFFAH27DA,62.5,0.0,7.77,有
桃園區,房地(土地+建物)+車位,經國路198巷1~30號,39.61,都市：其他:住宅區,,,1090823,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001,230.16,4,2,2,有,有,17000000,84277,坡道平面,71.16,3600000,,RPXNMLTLRHPFFAH67DA,96.33,0.0,11.69,有
桃園區,房地(土地+建物)+車位,經國路198巷1~30號,30.11,都市：其他:住宅區,,,1090826,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001,156.84,3,2,2,有,有,11280000,79004,坡道平面,35.58,1700000,,RPPOMLTLRHPFFAH96DA,74.52,0.0,7.82,有
桃園區,房地(土地+建物)+車位,經國路198巷1~30號,39.55,都市：其他:住宅區,,,1090817,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001,230.07999999999998,4,2,2,有,有,17580000,87969,坡道平面,71.16,3600000,含裝潢費;,RPQOMLTLRHPFFAH07DA,96.33,0.0,11.61,有
桃園區,房地(土地+建物)+車位,經國路198巷1~30號,18.75,都市：其他:住宅區,,,1090530,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081001,110.84,2,2,1,有,有,7600000,78395,坡道平面,35.58,1700000,含裝潢費;,RPSOMLTLRHPFFAH27DA,45.68,0.0,5.48,有
桃園區,房地(土地+建物),民生路301~330號,9.68,都市：其他:商業區,,,1090809,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090507,87.8,2,2,1,有,有,6800000,77449,,0.0,0,,RPTPMLKMRHPFFAH66DA,52.81,1.74,5.89,有
桃園區,房地(土地+建物)+車位,慈文路871~900號,38.58,都市：其他:住宅區,,,1090803,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080125,246.5,3,2,2,有,有,23500000,102523,坡道平面,34.84,1800000,,RPUOMLQJIIPFFAH78DA,126.06,0.0,15.29,有
桃園區,房地(土地+建物)+車位,慈德街151~180號,14.53,都市：其他:住宅區,,,1090905,土地3建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930720,140.7,3,2,2,有,有,9250000,65743,坡道平面,0.0,0,,RPQPMLQJIIPFFAH48DA,74.64,2.08,3.15,有
桃園區,房地(土地+建物)+車位,吉林路1~30號,9.43,都市：其他:商業區,,,1090904,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980603,105.08,2,1,1,有,有,8800000,83746,坡道平面,0.0,0,陽台外推;,RPXSMLQJIIPFFAH86DA,46.91,4.06,8.42,有
桃園區,房地(土地+建物)+車位,中華路61~90號,11.96,都市：其他:商業區,,,1090725,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,125.97,2,2,1,有,有,12250000,116254,坡道平面,33.5,1500000,,RPQNMLRJIIPFFAH38DA,59.53,1.47,3.27,有
桃園區,房地(土地+建物)+車位,中華路61~90號,11.96,都市：其他:商業區,,,1090822,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,127.34,2,2,1,有,有,12200000,114024,坡道平面,33.5,1500000,,RPRNMLRJIIPFFAH48DA,60.37,1.47,3.27,有
桃園區,房地(土地+建物)+車位,中華路61~90號,21.2,都市：其他:商業區,,,1090816,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,210.44,4,2,2,有,有,22200000,116424,坡道平面,33.5,1600000,,RPTNMLRJIIPFFAH68DA,110.1,0.0,12.05,有
桃園區,房地(土地+建物),龍泉六街151~180號,15.68,都市：其他:第二種住宅區,,,1090915,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020607,133.04,2,2,1,有,有,6770000,50887,,0.0,0,,RPPOMLRJIIPFFAH38DA,55.15,2.22,6.73,有
中壢區,房地(土地+建物),慈惠三街31~60號,3.58,都市：其他:商業區,,,1090905,土地1建物1車位0,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901026,36.739999999999995,1,1,1,有,有,3080000,83832,,0.0,0,其他增建;,RPQNMLPJRHPFFBH09DA,25.05,0.0,3.4,有
楊梅區,房地(土地+建物)+車位,金山街275巷31~60號,16.32,都市：其他:住宅區,,,1090825,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040925,121.6,2,2,1,有,有,5500000,45230,坡道平面,29.13,0,,RPQOMLKMRHPFFDH56DA,57.22,0.0,5.85,有
楊梅區,房地(土地+建物),中山北路一段390巷45弄31~60號,19.67,都市：其他:住宅區,,,1090822,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830625,116.00999999999999,3,2,2,有,有,3700000,31894,,0.0,0,陽台外推;,RPQNMLQJIIPFFDH58DA,75.66,2.04,7.26,有
蘆竹區,房地(土地+建物)+車位,忠孝西路182巷1~30號,31.81,都市：其他:住宅區,,,1090921,土地1建物1車位2,二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020918,271.78,4,2,2,有,有,21800000,82780,坡道平面,51.92,3600000,,RPPQMLQJIIPFFEH88DA,135.18,6.86,13.03,有
八德區,房地(土地+建物),陸光街31~60號,24.16,都市：其他:住宅區,,,1090922,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881125,134.41,3,2,2,有,有,6000000,44640,,0.0,0,,RPSNMLPLRHPFFFH27DA,81.78,0.0,10.22,有
八德區,房地(土地+建物)+車位,銀和街27巷2弄1~30號,18.8,都市：其他:住宅區,,,1090904,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0870729,169.63,3,2,2,有,有,7700000,45393,坡道平面,0.0,0,,RPPNMLPJIIPFFFH58DA,95.23,0.0,11.34,有
八德區,房地(土地+建物),中華路5巷61~90號,16.04,都市：其他:第二種住宅區,,,1090919,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040827,91.35,2,1,1,有,有,6100000,66776,,0.0,0,,RPVOMLPJIIPFFFH66DA,52.76,1.56,7.54,有
八德區,房地(土地+建物)+車位,建德路241~270號,15.3,都市：其他:商業區,,,1090926,土地1建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031006,139.69,2,1,1,有,有,7700000,55122,坡道平面,33.06,0,,RPPNMLQJIIPFFFH68DA,56.97,6.93,4.8,有
八德區,房地(土地+建物)+車位,豐吉路1~30號,35.0,都市：其他:第二種住宅區,,,1090824,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031101,169.19,3,2,2,有,有,9800000,57923,坡道平面,0.0,0,,RPTNMLQJIIPFFFH09DA,87.25,0.0,10.17,有
八德區,房地(土地+建物)+車位,廣興五街91~120號,26.99,都市：其他:第二種住宅區,,,1090827,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040416,168.75,3,2,2,有,有,8500000,50370,坡道平面,35.26,0,,RPOPMLQJIIPFFFH78DA,80.82,1.5,10.23,有
八德區,房地(土地+建物)+車位,公園路31~60號,41.16,都市：其他:住宅區,,,1090902,土地1建物1車位2,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,269.90999999999997,4,2,2,有,有,20500000,75954,坡道平面,0.0,0,,RPPPMLQJIIPFFFH88DA,133.76,0.0,15.15,有
八德區,房地(土地+建物)+車位,金和路61~90號,15.43,都市：其他:第二種住宅區,,,1090906,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960815,128.37,2,1,1,有,有,7650000,59593,坡道平面,31.43,0,,RPPNMLRJIIPFFFH78DA,62.78,2.57,7.69,有
八德區,房地(土地+建物)+車位,廣豐路91~120號,22.16,都市：其他:住宅區,,,1090919,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040609,156.72,3,2,2,有,有,11000000,70189,坡道平面,0.0,0,,RPPOMLQJIIPFFFH78DA,78.74,0.0,8.35,有
平鎮區,房地(土地+建物),南平路211~240號,17.88,都市：其他:住宅區,,,1090912,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030603,86.86,2,2,1,有,有,4200000,48354,,0.0,0,,RPTNMLLLRHPFFGH07DA,52.3,0.0,6.96,有
平鎮區,房地(土地+建物)+車位,民族路二段23巷1~30號,9.71,都市：其他:商業區,,,1090817,土地1建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030807,163.75,3,2,2,有,有,10300000,62901,坡道平面,26.82,0,,RPROMLQLRHPFFGH47DA,81.93,0.0,12.71,有
平鎮區,房地(土地+建物),中豐路202巷1~30號,12.36,都市：其他:住宅區,,,1090906,土地1建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860501,101.12,3,2,2,有,有,4070000,40249,,0.0,0,,RPPNMLMJIIPFFGH38DA,81.46,0.3,10.52,有
平鎮區,房地(土地+建物)+車位,中正三路61~90號,17.26,都市：其他:商業區,,,1090823,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040930,183.02,3,2,2,有,有,9000000,49175,坡道平面,38.94,0,,RPQNMLPJIIPFFGH78DA,86.15,0.0,12.58,有
平鎮區,房地(土地+建物)+車位,中豐路121~150號,32.73,都市：其他:住宅區,,,1090731,土地1建物1車位2,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070627,241.03,3,2,2,有,有,18004000,87012,坡道平面,69.1,3044000,,RPUPMLQJIIPFFGH86DA,111.73,0.0,5.83,有
龜山區,房地(土地+建物)+車位,長峰路121~150號,23.62,都市：其他:第二種住宅區,,,1090901,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000701,199.84,3,2,2,有,有,9750000,48789,坡道平面,33.6,0,,RPVNMLLKRHPFFHH27DA,103.35,2.81,8.62,有
龜山區,房地(土地+建物)+車位,萬壽路二段601巷1弄1~30號,37.22,都市：其他:兒童遊樂場用地,,,1090920,土地4建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960928,216.66,4,2,2,有,有,12250000,56538,坡道平面,72.54,0,陽台外推;,RPXNMLQLRHPFFHH08DA,94.92,0.0,12.25,有
桃園區,房地(土地+建物),寶慶路481~510號,14.3,都市：其他:住宅區,,,1090830,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821210,123.63,3,2,2,有,有,7400000,59856,,0.0,0,,RPVPMLQJIIPFFAH09EA,89.25,1.13,10.03,有
桃園區,房地(土地+建物)+車位,大業路一段91~120號,33.48,都市：其他:住宅區,,,1090808,土地1建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001107,233.3,3,2,2,有,有,16860000,77491,坡道平面,54.44,3000000,陽台外推;其他增建;,RPQRMLQJIIPFFAH78EA,103.71,5.11,16.77,有
桃園區,房地(土地+建物)+車位,中華路61~90號,11.96,都市：其他:商業區,,,1090916,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070910,125.97,2,2,1,有,有,11900000,111400,坡道平面,33.51,1600000,,RPQOMLRJIIPFFAH58EA,59.53,1.47,3.27,有
